"1","Simona Gabriela BALTAG",,,"https://sgg.gov.ro/new/simona-gabriela-baltag/",,"http://www.juridice.ro/wp-content/uploads/2016/09/CV-actualizat-2016.docx",NULL,"https://www.comunicatii.gov.ro/wp-content/uploads/2016/10/Baltag-Simona-03..pdf",NULL,"2019-09-01 15:58:21"
"2","Tudorel Toader",,,"http://www.just.ro/en/ministru/despre-mine/toader/","http://www.just.ro/wp-content/uploads/2017/03/Tudorel-Toader-CV_RO.pdf","http://www.uaic.ro/wp-content/uploads/2019/05/TudorelToaderCV_RO.pdf","http://www.cdep.ro/pdfs/guv201706/CV_Toader.pdf",,NULL,"2019-09-01 16:01:31"
